timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1672320490115,68,GET All Activities,200,OK,Stress Test 1-53,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,68,0,0
1672320489637,548,GET All Activities,200,OK,Stress Test 1-77,text,true,,3019,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,548,0,442
1672320488967,1219,GET All Activities,200,OK,Stress Test 1-7,text,true,,3019,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,1219,0,1113
1672320489447,739,GET All Activities,200,OK,Stress Test 1-58,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,739,0,587
1672320490106,85,GET All Activities,200,OK,Stress Test 1-71,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,85,0,0
1672320490115,85,GET All Activities,200,OK,Stress Test 1-40,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,85,0,0
1672320489408,792,GET All Activities,200,OK,Stress Test 1-54,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,792,0,641
1672320488967,1233,GET All Activities,200,OK,Stress Test 1-2,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,1233,0,1063
1672320490125,76,GET All Activities,200,OK,Stress Test 1-15,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,76,0,0
1672320489158,1044,GET All Activities,200,OK,Stress Test 1-29,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,1043,0,926
1672320490125,77,GET All Activities,200,OK,Stress Test 1-52,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,77,0,0
1672320489117,1086,GET All Activities,200,OK,Stress Test 1-25,text,true,,3019,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,1086,0,967
1672320489537,666,GET All Activities,200,OK,Stress Test 1-67,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,666,0,494
1672320489508,696,GET All Activities,200,OK,Stress Test 1-64,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,696,0,542
1672320489248,956,GET All Activities,200,OK,Stress Test 1-38,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,956,0,805
1672320488997,1207,GET All Activities,200,OK,Stress Test 1-13,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,1207,0,1044
1672320489755,451,GET All Activities,200,OK,Stress Test 1-88,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,451,0,347
1672320489758,448,GET All Activities,200,OK,Stress Test 1-89,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,448,0,344
1672320489558,650,GET All Activities,200,OK,Stress Test 1-69,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,650,0,488
1672320489699,511,GET All Activities,200,OK,Stress Test 1-83,text,true,,3019,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,511,0,385
1672320488986,1225,GET All Activities,200,OK,Stress Test 1-12,text,true,,3019,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,1225,0,1102
1672320490156,56,GET All Activities,200,OK,Stress Test 1-93,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,56,0,0
